post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:product_style,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:CountryOfOrigin,attribute_data:CountryOfOrigin,attribute_default:CountryOfOrigin,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size
"Hanes Mens Waffle Knit Thermal Crewneck - L, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-l-heather-grey,1233,1251,"Size: L, Color: Heather Grey","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:54",1,closed,54720,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_HeatherGrey.jpg ! alt :  ! title : HBI_28559_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111974,,"Heather Grey",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-xl-heather-grey,1233,1252,"Size: XL, Color: Heather Grey","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:54",1,closed,54721,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112025,,"Heather Grey",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-2xl-heather-grey,1233,1253,"Size: 2XL, Color: Heather Grey","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:57",1,closed,54722,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112070,,"Heather Grey",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Natural",hanes-mens-waffle-knit-thermal-crewneck-s-natural,1233,1254,"Size: S, Color: Natural","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:57",1,closed,54723,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_Natural.jpg ! alt :  ! title : HBI_28559_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111882,,Natural,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Natural",hanes-mens-waffle-knit-thermal-crewneck-m-natural,1233,1255,"Size: M, Color: Natural","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:57",1,closed,54724,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111936,,Natural,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - L, Natural",hanes-mens-waffle-knit-thermal-crewneck-l-natural,1233,1256,"Size: L, Color: Natural","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:58",1,closed,54725,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/EBY_22803_Natural.jpg ! alt :  ! title : EBY_22803_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347111981,,Natural,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Natural",hanes-mens-waffle-knit-thermal-crewneck-xl-natural,1233,1257,"Size: XL, Color: Natural","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:58",1,closed,54726,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Natural.jpg ! alt :  ! title : HNS_25439_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112032,,Natural,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Natural",hanes-mens-waffle-knit-thermal-crewneck-2xl-natural,1233,1258,"Size: 2XL, Color: Natural","Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-21 16:07:58",1,closed,54727,1202,,,no,no,,7.61,,0.52,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Natural.jpg ! alt :  ! title : HNS_25439_Natural.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347112087,,Natural,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck",hanes-mens-space-dye-4-way-stretch-thermal-crewneck,,1259,,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:07:58",1,open,1203,,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,variable,,"Men|Men > Thermal|Men > Thermal > Tops",,,0,,,0,,,,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,,,,"88% polyester 12% spandex",4|1|0,,1,11|1|0,,NULL,10|1|0,,Crewneck,2|1|0,,NULL,8|1|0,,"Long Sleeve",3|1|0,,"Asphalt/Asphalt Space Dye|Peacoat/Peacoat Space Dye",1|1|1,,2XL|L|M|S|XL,0|1|1,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - S, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-s-peacoat-peacoat-space-dye,1259,1262,"Size: S, Color: Peacoat/Peacoat Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:07:58",1,closed,54927,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113770,,"Peacoat/Peacoat Space Dye",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - M, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-m-peacoat-peacoat-space-dye,1259,1263,"Size: M, Color: Peacoat/Peacoat Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:07:58",1,closed,54928,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113794,,"Peacoat/Peacoat Space Dye",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - L, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-l-peacoat-peacoat-space-dye,1259,1264,"Size: L, Color: Peacoat/Peacoat Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:07:59",1,closed,54929,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113817,,"Peacoat/Peacoat Space Dye",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - XL, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-xl-peacoat-peacoat-space-dye,1259,1265,"Size: XL, Color: Peacoat/Peacoat Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:01",1,closed,54930,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113831,,"Peacoat/Peacoat Space Dye",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - 2XL, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-2xl-peacoat-peacoat-space-dye,1259,1266,"Size: 2XL, Color: Peacoat/Peacoat Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:01",1,closed,54931,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! alt :  ! title : ef3f17e20555e0b0f5e25a29c65ebe73.jpg ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113855,,"Peacoat/Peacoat Space Dye",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - S, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-s-asphalt-asphalt-space-dye,1259,1267,"Size: S, Color: Asphalt/Asphalt Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:02",1,closed,54932,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113787,,"Asphalt/Asphalt Space Dye",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - M, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-m-asphalt-asphalt-space-dye,1259,1268,"Size: M, Color: Asphalt/Asphalt Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:02",1,closed,54933,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113800,,"Asphalt/Asphalt Space Dye",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - L, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-l-asphalt-asphalt-space-dye,1259,1269,"Size: L, Color: Asphalt/Asphalt Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:02",1,closed,54934,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113824,,"Asphalt/Asphalt Space Dye",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - XL, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-xl-asphalt-asphalt-space-dye,1259,1270,"Size: XL, Color: Asphalt/Asphalt Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:02",1,closed,54935,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113848,,"Asphalt/Asphalt Space Dye",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - 2XL, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-2xl-asphalt-asphalt-space-dye,1259,1271,"Size: 2XL, Color: Asphalt/Asphalt Space Dye","4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-21 16:08:03",1,closed,54936,1203,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/154edc1b94edc174abc318a6e9709ac0.jpg ! alt :  ! title : 154edc1b94edc174abc318a6e9709ac0.jpg ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,,,,,,0,,,0,00843347113862,,"Asphalt/Asphalt Space Dye",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
