post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_gender,tax:product_collection,tax:product_productline,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:msrp_field,meta:product_banner,meta:total_sales,meta:upc_field,meta:wcbvp_variations_structure,meta:attribute_pa_color,meta:attribute_pa_size,attribute:BigAndTall,attribute_data:BigAndTall,attribute_default:BigAndTall,attribute:BraType,attribute_data:BraType,attribute_default:BraType,attribute:Closure,attribute_data:Closure,attribute_default:Closure,attribute:ControlLevel,attribute_data:ControlLevel,attribute_default:ControlLevel,attribute:Fabric,attribute_data:Fabric,attribute_default:Fabric,attribute:InnerPackQty,attribute_data:InnerPackQty,attribute_default:InnerPackQty,attribute:Inseam,attribute_data:Inseam,attribute_default:Inseam,attribute:NeckDesign,attribute_data:NeckDesign,attribute_default:NeckDesign,attribute:Silhouette,attribute_data:Silhouette,attribute_default:Silhouette,attribute:SleeveStyle,attribute_data:SleeveStyle,attribute_default:SleeveStyle,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,meta:_backorders,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_height,meta:_length,meta:_manage_stock,meta:_product_banner,meta:_product_version,meta:_regular_price,meta:_sale_price,meta:_sku,meta:_sold_individually,meta:_stock,meta:_stock_status,meta:_tax_class,meta:_tax_status,meta:_thumbnail_id,meta:_variation_description,meta:_virtual,meta:_wc_average_rating,meta:_wc_review_count,meta:_weight,meta:_width,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"Product 7 - White, L",product-2-l-white-6,264,279,"Color: White, Size: L",,publish,,15,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,White,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - White, M",product-2-m-white-6,264,280,"Color: White, Size: M",,publish,,16,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,White,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - White, S",product-2-s-white-6,264,281,"Color: White, Size: S",,publish,,17,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,White,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - White, XL",product-2-xl-white-6,264,282,"Color: White, Size: XL",,publish,,18,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,White,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - White, XXL",product-2-xxl-white-6,264,283,"Color: White, Size: XXL",,publish,,19,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,White,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Blue, L",product-2-l-blue-6,264,284,"Color: Blue, Size: L",,publish,,20,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,10,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Blue,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Blue, S",product-2-s-blue-6,264,285,"Color: Blue, Size: S",,publish,,21,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,11,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Blue,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Blue, XXL",product-2-xxl-blue-6,264,286,"Color: Blue, Size: XXL",,publish,,22,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,12,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Blue,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Green, L",product-2-l-green-6,264,287,"Color: Green, Size: L",,publish,,23,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,13,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Green,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Green, S",product-2-s-green-6,264,288,"Color: Green, Size: S",,publish,,24,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,14,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Green,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Product 7 - Green, XXL",product-2-xxl-green-6,264,289,"Color: Green, Size: XXL",,publish,,25,"2021-06-22 06:41:59",1,closed,,,,,no,no,0,15,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,http://205.134.254.135/~teamh/apparel_direct/product/product-7/,,,,,,,,,,,,0,,,Green,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.1,,,,,,,,,0,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck",hanes-mens-waffle-knit-thermal-crewneck,,893,,"Soft waffle knit thermal crewneck provides comfortable warmth for all day wear. X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology.",publish,,0,"2021-07-15 08:15:27",1,open,1202,,,,no,no,,7.61,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Black.jpg ! alt :  ! title : HNS_25439_Black ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/EBY_22803_Natural.jpg ! alt :  ! title : EBY_22803_Natural ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_HeatherGrey.jpg ! alt :  ! title : HBI_28559_HeatherGrey ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_28559_Natural.jpg ! alt :  ! title : HBI_28559_Natural ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey-1.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural-1.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_22803_Black.jpg ! alt :  ! title : HNS_22803_Black ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_HeatherGrey.jpg ! alt :  ! title : HNS_25439_HeatherGrey ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HNS_25439_Natural.jpg ! alt :  ! title : HNS_25439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,variable,,"Men|Men > Thermal|Men > Thermal > Tops",,,,743,0,,"{""columns"":"""",""rows"":""""}",,,NULL,9|1|0,,NULL,5|1|0,,NULL,6|1|0,,NULL,7|1|0,,"60% organic cotton/40% polyester",4|1|0,,1,11|1|0,,NULL,10|1|0,,Crewneck,2|1|0,,NULL,8|1|0,,"Long Sleeve",3|1|0,,"Black|Heather Grey|Natural",1|1|1,,2XL|L|M|S|XL,0|1|1,,,,,,,,,field_60e28d590fe13,5.4.2,,,,,,,,,909,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Black",hanes-mens-waffle-knit-thermal-crewneck-2xl-black,893,894,"Size: 2XL, Color: Black",,publish,,1,"2021-07-15 08:09:34",1,closed,54717,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347112056,,Black,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,911,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - L, Black",hanes-mens-waffle-knit-thermal-crewneck-l-black,893,895,"Size: L, Color: Black",,publish,,2,"2021-07-15 08:09:34",1,closed,54715,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,100,,0,00843347111950,,Black,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,911,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Black",hanes-mens-waffle-knit-thermal-crewneck-m-black,893,896,"Size: M, Color: Black",,publish,,3,"2021-07-15 08:09:34",1,closed,54714,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,150,,0,00843347111905,,Black,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,911,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Black",hanes-mens-waffle-knit-thermal-crewneck-s-black,893,897,"Size: S, Color: Black",,publish,,4,"2021-07-15 08:09:34",1,closed,54713,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347111851,,Black,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,911,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Black",hanes-mens-waffle-knit-thermal-crewneck-xl-black,893,898,"Size: XL, Color: Black",,publish,,5,"2021-07-15 08:09:34",1,closed,54716,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/06/HBI_125439_Black.jpg ! alt :  ! title : HBI_125439_Black ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,123,,0,00843347112001,,Black,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,911,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-2xl-heather-grey,893,899,"Size: 2XL, Color: Heather Grey",,publish,,6,"2021-07-15 08:09:34",1,closed,54722,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347112070,,"Heather Grey",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,912,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - L, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-l-heather-grey,893,900,"Size: L, Color: Heather Grey",,publish,,7,"2021-07-15 08:09:34",1,closed,54720,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347111974,,"Heather Grey",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,912,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-m-heather-grey,893,901,"Size: M, Color: Heather Grey",,publish,,8,"2021-07-15 08:09:34",1,closed,54719,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347111929,,"Heather Grey",M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,912,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-s-heather-grey,893,902,"Size: S, Color: Heather Grey",,publish,,9,"2021-07-15 08:09:34",1,closed,54718,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,00843347111875,,0,,,"Heather Grey",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,912,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Heather Grey",hanes-mens-waffle-knit-thermal-crewneck-xl-heather-grey,893,903,"Size: XL, Color: Heather Grey",,publish,,10,"2021-07-15 08:09:34",1,closed,54721,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_HeatherGrey.jpg ! alt :  ! title : HBI_125439_HeatherGrey ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347112025,,"Heather Grey",XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,912,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - 2XL, Natural",hanes-mens-waffle-knit-thermal-crewneck-2xl-natural,893,904,"Size: 2XL, Color: Natural",,publish,,11,"2021-07-15 08:09:34",1,closed,54727,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347112087,,Natural,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,913,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - L, Natural",hanes-mens-waffle-knit-thermal-crewneck-l-natural,893,905,"Size: L, Color: Natural",,publish,,12,"2021-07-15 08:09:34",1,closed,54725,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347111981,,Natural,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,913,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - M, Natural",hanes-mens-waffle-knit-thermal-crewneck-m-natural,893,906,"Size: M, Color: Natural",,publish,,13,"2021-07-15 08:09:34",1,closed,54724,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,,,0,00843347111936,,Natural,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,913,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - S, Natural",hanes-mens-waffle-knit-thermal-crewneck-s-natural,893,907,"Size: S, Color: Natural",,publish,,14,"2021-07-15 08:09:34",1,closed,54723,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,00843347111882,,0,,,Natural,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,913,,,0,0,,,,
"Hanes Mens Waffle Knit Thermal Crewneck - XL, Natural",hanes-mens-waffle-knit-thermal-crewneck-xl-natural,893,908,"Size: XL, Color: Natural",,publish,,15,"2021-07-15 08:09:34",1,closed,54726,1202,,,no,no,,7.61,,0.52,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125439_Natural.jpg ! alt :  ! title : HBI_125439_Natural ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-waffle-knit-thermal-crewneck/,,,,,,,,,,123,,0,00843347112032,,Natural,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,913,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck",hanes-mens-space-dye-4-way-stretch-thermal-crewneck,,914,,"4-way stretch base layer crewneck provides easy movement and flexibility.  X-Temp technology is designed to adapt to temperature and activity to keep you cool and dry for all day comfort. FreshIQ advanced odor protection technology attacks the odor-causing bacteria in clothing that causes clothing to smell — so now you can feel fresh all day. Soft brushed microfiber fabric provides comfortable warmth for all day wear. Flat no rub seams feels smooth against the skin and helps prevent chafing. Size up for a roomier fit. For all-over warmth, pair with our matching thermal pant.",publish,,0,"2021-07-15 12:51:40",1,open,1203,,,,no,no,,13.33,,0.4,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption :  | http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,Hanes,Men,Thermals,FreshIQ,variable,,"Men|Men > Thermal|Men > Thermal > Tops",,,,743,0,,"{""columns"":""Select attribute"",""rows"":""Select attribute""}",,,,,,,,,,,,,,,"88% polyester 12% spandex",2|1|0,,1,5|1|0,,,,,Crewneck,3|1|0,,,,,"Long Sleeve",4|1|0,,"Asphalt/Asphalt Space Dye|Peacoat/Peacoat Space Dye",1|1|1,,2XL|L|M|S|XL,0|1|1,,,,,,,,,field_60e28d590fe13,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - 2XL, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-asphalt-asphalt-space-dye-2xl,914,915,"Size: 2XL, Color: Asphalt/Asphalt Space Dye",,publish,,1,"2021-07-15 12:52:27",1,closed,54936,1203,,,no,no,,13.33,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113862,,"Asphalt/Asphalt Space Dye",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - 2XL, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-peacoat-peacoat-space-dye-2xl,914,916,"Size: 2XL, Color: Peacoat/Peacoat Space Dye",,publish,,2,"2021-07-15 12:52:28",1,closed,54931,1203,,,no,no,,13.33,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,,,"Peacoat/Peacoat Space Dye",2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,926,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - L, Asphalt/Asphalt Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-asphalt-asphalt-space-dye-l,914,917,"Size: L, Color: Asphalt/Asphalt Space Dye",,publish,,3,"2021-07-15 12:52:28",1,closed,54934,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_AsphaltAsphaltSpaceDye.jpg ! alt :  ! title : HBI_125462_AsphaltAsphaltSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113824,,"Asphalt/Asphalt Space Dye",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,925,,,0,0,,,,
"Hanes Mens Space Dye 4-Way Stretch Thermal Crewneck - L, Peacoat/Peacoat Space Dye",hanes-mens-space-dye-4-way-stretch-thermal-crewneck-peacoat-peacoat-space-dye-l,914,918,"Size: L, Color: Peacoat/Peacoat Space Dye",,publish,,4,"2021-07-15 12:52:28",1,closed,54929,1203,,,no,no,,13.33,,0.4,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"http://205.134.254.135/~teamh/apparel_direct/wp-content/uploads/2021/07/HBI_125462_PeacoatPeacoatSpaceDye.jpg ! alt :  ! title : HBI_125462_PeacoatPeacoatSpaceDye ! desc :  ! caption : ",,http://205.134.254.135/~teamh/apparel_direct/product/hanes-mens-space-dye-4-way-stretch-thermal-crewneck/,,,,,,,,,,,,0,00843347113817,,"Peacoat/Peacoat Space Dye",L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4.2,,,,,,,,,926,,,0,0,,,,
